X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,name,addrln1,addrln2,city,state,hours,phones,email,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,dis_status,POINT_X,POINT_Y,OBJECTID_1,allcats,nameUrlFriendly,isCounty
-118.039893509999,34.1366374501186,9661,211,3177158,Public Safety,Sheriff and Police Stations,,City of Arcadia,Arcadia Police Department,250 W. Huntington Dr.,,Arcadia,CA,"Monday through Friday, 7:30am to 5:00pm.
Emergencies 24 hours a day.","Direct Dispatch - Emergency Number Service/Intake (626) 574-5121, Non-Emergencies / General Emergency Service/Intake and Administration (626) 574-5151, Direct Dispatch - Non-Emergency Service/Intake (626) 574-5123, Non-Emergencies TDD (626) 447-6621",,www.ci.arcadia.ca.us/home/index.asp?page=1194,,,3177158,The department provides law enforcement services for the city of Arcadia.,91007,www.ci.arcadia.ca.us/home/index.asp?page=1194,publish,34.13663745,-118.03989351,2020/07/14 23:30:48+00,,6549598.30520904,1872107.76618874,0,|Public Safety|Sheriff and Police Stations|,arcadia-police-department,0
-118.132478000186,34.1895739395757,9703,211,3177202,Public Safety,Sheriff and Police Stations,,LA County Sheriff,Altadena Sheriff Station,780 E. Altadena Dr.,,Altadena,CA,"Monday, 11:00am to 1:30pm; Tuesday, 3:30pm to 5:00pm; Friday, 11:00am to 2:00pm.",Service/Intake (626) 798-1131,,http://www.lasd.org/stations/for1/altadena/index.html ,,,3177202,"The department provides correctional programs, disaster services, environmental services, holiday assistance, law enforcement services, substance abuse services and youth services for the unincorporated areas of Los Angeles County and contracting cities.",91001,http://www.lasd.org/stations/for1/altadena/index.html ,publish,34.18957394,-118.132478,2020/07/14 23:14:08+00,,6521607.0279153,1891396.32229724,0,|Public Safety|Sheriff and Police Stations|,altadena-sheriff-station,0
-118.137744500041,34.6990298995953,9704,211,3177203,Public Safety,Sheriff and Police Stations,,LA County,Lancaster Sheriff Station,501 W. Lancaster Blvd.,,Lancaster,CA,"Monday, Tuesday, Wednesday, and Friday, 9:00am to 11:30pm.",Service/Intake (661) 948-8466,,http://www.lasd.org/stations/for1/lancaster/index.html,,,3177203,"The department provides correctional programs, disaster services, environmental services, holiday assistance, law enforcement services, substance abuse services and youth services for the unincorporated areas of Los Angeles County and contracting cities.",93534,http://www.lasd.org/stations/for1/lancaster/index.html,publish,34.6990299,-118.1377445,2020/07/14 23:14:09+00,,6520268.41998422,2076800.6611264,0,|Public Safety|Sheriff and Police Stations|,lancaster-sheriff-station,0
-118.327060710428,33.3431055196228,9705,211,3177204,Public Safety,Sheriff and Police Stations,,LA County,Avalon Sheriff Station,215 Sumner Ave.,,Avalon,CA,"Monday through Thursday, 9:00am to 5:00pm; Friday, 9:00am to 1:00pm.",Service/Intake (310) 510-0174,,http://www.lasd.org/stations/for3/avalon/index.html ,,,3177204,"The department provides correctional programs, disaster services, environmental services, holiday assistance, law enforcement services, substance abuse services and youth services for the unincorporated areas of Los Angeles County and contracting cities.",90704,http://www.lasd.org/stations/for3/avalon/index.html ,publish,33.34310552,-118.32706071,2020/07/14 23:14:07+00,,6461760.13652909,1583475.32132507,0,|Public Safety|Sheriff and Police Stations|,avalon-sheriff-station,0
-118.714184759795,34.1373567500265,9706,211,3177205,Public Safety,Sheriff and Police Stations,,LA County Sheriff,Malibu/Lost Hills Sheriff Station,27050 Agoura Rd.,,Calabasas,CA,"Monday, 8:00am to 7:00pm; Tuesday through Thursday, 8:00am to 5:00pm; Friday, 8:00am to 2:00pm.",Service/Intake (818) 878-1808,,http://www.lasd.org/stations/for1/malibu_lhill/index.html,,,3177205,"The department provides correctional programs, disaster services, environmental services, holiday assistance, law enforcement services, substance abuse services and youth services for the unincorporated areas of Los Angeles County and contracting cities.",91301,http://www.lasd.org/stations/for1/malibu_lhill/index.html,publish,34.13735675,-118.71418476,2020/07/14 23:14:08+00,,6345557.0009604,1873134.88588762,0,|Public Safety|Sheriff and Police Stations|,malibulost-hills-sheriff-station,0
-118.263010380185,33.8344949403279,9707,211,3177206,Public Safety,Sheriff and Police Stations,,LA County Sheriff,Carson Sheriff Station,21356 S. Avalon Blvd.,,Carson,CA,"Monday through Thursday, 8:30am to 8:00pm; Friday, 8:30am to 5:00pm; Saturday, 9:00am to 5:00pm.",Service/Intake (310) 830-1123,,http://www.lasd.org/stations/for2/carson/index.html,,,3177206,"The department provides correctional programs, disaster services, environmental services, holiday assistance, law enforcement services, substance abuse services and youth services for the unincorporated areas of Los Angeles County and contracting cities.",90745,http://www.lasd.org/stations/for2/carson/index.html,publish,33.83449494,-118.26301038,2020/07/14 23:14:07+00,,6481794.05570364,1762253.78044027,0,|Public Safety|Sheriff and Police Stations|,carson-sheriff-station,0
-118.227374550014,33.9277024701229,9708,211,3177207,Public Safety,Sheriff and Police Stations,,LA County Sheriff,Century Sheriff Station,11703 S. Alameda St.,,Lynwood,CA,"Monday throughThursday, 8:00am to 4:00pm; Friday, 8:00am to 12:00pm.",Service/Intake (323) 568-4800,,http://www.lasd.org/stations/for2/century/index.html,,,3177207,"The department provides correctional programs, disaster services, environmental services, holiday assistance, law enforcement services, substance abuse services and youth services for the unincorporated areas of Los Angeles County and contracting cities.",90262,http://www.lasd.org/stations/for2/century/index.html,publish,33.92770247,-118.22737455,2020/07/14 23:14:08+00,,6492693.37112345,1796147.76029908,0,|Public Safety|Sheriff and Police Stations|,century-sheriff-station,0
-118.23034644009,34.2210333499019,9709,211,3177208,Public Safety,Sheriff and Police Stations,,LA County Sheriff,Crescenta Valley Sheriff Station,4554 N. Briggs,,La Crescenta,CA,"Monday through Wednesday, 10:00am to 8:00pm; Thursday and Friday, 10:00am to 5:00pm; Saturday, 11:00am to 5:00pm.",Service/Intake (818) 248-3464,,http://www.lasd.org/stations/for1/cresenta-valley/index.html,,,3177208,"The department provides correctional programs, disaster services, environmental services, holiday assistance, law enforcement services, substance abuse services and youth services for the unincorporated areas of Los Angeles County and contracting cities.",91214,http://www.lasd.org/stations/for1/cresenta-valley/index.html,publish,34.22103335,-118.23034644,2020/07/14 23:14:07+00,,6492036.43381206,1902898.35462059,0,|Public Safety|Sheriff and Police Stations|,crescenta-valley-sheriff-station,0
-118.157722949932,34.0341147499484,9710,211,3177209,Public Safety,Sheriff and Police Stations,,LA County Sheriff,East Los Angeles Sheriff Station,5019 E. 3Rd St.,,Los Angeles,CA,"Monday through Thursday, 8:30am to 5:00pm; Friday, 8:30am to 3:30pm.",Service/Intake (323) 264-4151,,http://www.lasd.org/stations/for1/ela/index.html,,,3177209,"The department provides correctional programs, disaster services, environmental services, holiday assistance, law enforcement services, substance abuse services and youth services for the unincorporated areas of Los Angeles County and contracting cities.",90022,http://www.lasd.org/stations/for1/ela/index.html,publish,34.03411475,-118.15772295,2020/07/14 23:14:07+00,,6513883.81657882,1834832.9041208,0,|Public Safety|Sheriff and Police Stations|,east-los-angeles-sheriff-station,0
-117.958772779989,34.0249704503649,9711,211,3177210,Public Safety,Sheriff and Police Stations,,LA County Sheriff,Industry Sheriff Station,150 N. Hudson Ave.,,Industry,CA,"Monday, Tuesday,Thursday, 8:30am to 5:00pm; Wednesday, 11:30am to 8:00pm; Friday, 9:30am to 5:00pm.","Service/Intake (626) 330-3322,  Service/Intake (909) 595-3649",,http://www.lasd.org/stations/for3/industry/index.html,,,3177210,"The department provides correctional programs, disaster services, environmental services, holiday assistance, law enforcement services, substance abuse services and youth services for the unincorporated areas of Los Angeles County and contracting cities.",91744,http://www.lasd.org/stations/for3/industry/index.html,publish,34.02497045,-117.95877278,2020/07/14 23:14:09+00,,6574162.64256047,1831470.18530092,0,|Public Safety|Sheriff and Police Stations|,industry-sheriff-station,0
-118.133176939691,33.8514058598649,9712,211,3177211,Public Safety,Sheriff and Police Stations,,LA County Sheriff,Lakewood Sheriff Station,5130 N. Clark Ave.,,Lakewood,CA,"Monday through Thursday, 8:30am to 8:00pm; Friday, 8:30am to 5:00pm.",Service/Intake (562) 623-3500,,http://www.lasd.org/stations/for3/lakewood/index.html,,,3177211,"The department provides correctional programs, disaster services, environmental services, holiday assistance, law enforcement services, substance abuse services and youth services for the unincorporated areas of Los Angeles County and contracting cities.",90712,http://www.lasd.org/stations/for3/lakewood/index.html,publish,33.85140586,-118.13317694,2020/07/14 23:14:07+00,,6521232.61151916,1768330.38492557,0,|Public Safety|Sheriff and Police Stations|,lakewood-sheriff-station,0
-118.320554489496,33.7854429698194,9713,211,3177212,Public Safety,Sheriff and Police Stations,,LA County Sheriff,Lomita Sheriff Station,26123 S. Narbonne Ave.,,Lomita,CA,"Monday, Tuesday, 8:00am to 5:00pm; Wednesday and Thursday, 8:00am to 9:00pm; Friday, 9:00am to 5:00pm; Saturday, 8:00am to 5:00pm.","Safe Drug Drop Off Location (Medication Disposal) Service/Intake (323) 267-4800,  Service/Intake (310) 539-1661",,http://www.lasd.org/stations/for2/lomita/index.html,,,3177212,"The department provides correctional programs, disaster services, environmental services, holiday assistance, law enforcement services, substance abuse services and youth services for the unincorporated areas of Los Angeles County and contracting cities.",90717,http://www.lasd.org/stations/for2/lomita/index.html,publish,33.78544297,-118.32055449,2020/07/14 23:14:08+00,,6464261.02625645,1744453.2676706,0,|Public Safety|Sheriff and Police Stations|,lomita-sheriff-station,0
-118.088892100411,33.9819147001628,9714,211,3177213,Public Safety,Sheriff and Police Stations,,LA County Sheriff,Pico Rivera Sheriff Station,6631 S. Passons Blvd.,,Pico Rivera,CA,"Office hours are Monday through Friday, 8:00am to 4:00pm and 5:45pm to 9:30pm.",Service/Intake (562) 949-2421,,http://www.lasd.org/stations/for3/pico-rivera/index.html,,,3177213,"The department provides correctional programs, disaster services, environmental services, holiday assistance, law enforcement services, substance abuse services and youth services for the unincorporated areas of Los Angeles County and contracting cities.",90660,http://www.lasd.org/stations/for3/pico-rivera/index.html,publish,33.9819147,-118.0888921,2020/07/14 23:14:10+00,,6534721.21993081,1815810.67010552,0,|Public Safety|Sheriff and Police Stations|,pico-rivera-sheriff-station,0
-118.069381709623,33.9142241897228,9715,211,3177214,Public Safety,Sheriff and Police Stations,,LA County Sheriff,Norwalk Sheriff Station,12335 Civic Center Dr.,,Norwalk,CA,"Monday, Tuesday and Thursday, 12:00 noon to 7:00pm; Wednesday, 12:00 noon to 6:00pm; Saturday, 10:00am to 5:00pm.","Safe Drug Drop Off Location (Medication Disposal) Service/Intake (323) 267-4800,  Service/Intake (562) 863-8711",,http://www.lasd.org/stations/for3/norwalk/index.html,,,3177214,"The department provides correctional programs, disaster services, environmental services, holiday assistance, law enforcement services, substance abuse services and youth services for the unincorporated areas of Los Angeles County and contracting cities.",90650,http://www.lasd.org/stations/for3/norwalk/index.html,publish,33.91422419,-118.06938171,2020/07/14 23:14:08+00,,6540619.11767293,1791171.96134127,0,|Public Safety|Sheriff and Police Stations|,norwalk-sheriff-station,0
-118.50374899961,34.4068389998235,9716,211,3177215,Public Safety,Sheriff and Police Stations,,LA County Sheriff,Santa Clarita Valley Sheriff Station,26201 Golden Valley Road,,Santa Clarita,CA,"Monday, Wednesday, and Thursday, 10:00am to 2:00pm.","Service/Intake (661) 260-4000
",,https://lasd.org/santa-clarita-valley/,,,3177215,"The department provides correctional programs, disaster services, environmental services, holiday assistance, law enforcement services, substance abuse services and youth services for the unincorporated areas of Los Angeles County and contracting cities.",91350,https://lasd.org/santa-clarita-valley/,publish,34.406839,-118.503749,2020/07/14 23:14:09+00,,6409725.99986366,1970817.47602911,0,|Public Safety|Sheriff and Police Stations|,santa-clarita-valley-sheriff-station,1
-118.076033590378,34.1028316096246,9717,211,3177216,Public Safety,Sheriff and Police Stations,,LA County Sheriff,Temple Sheriff Station,8838 E. Las Tunas Dr.,,Temple City,CA,"Saturday, 8:00am to 1:00pm.",Service/Intake (626) 285-7171,,http://www.lasd.org/stations/for1/temple/index.html,,,3177216,"The department provides correctional programs, disaster services, environmental services, holiday assistance, law enforcement services, substance abuse services and youth services for the unincorporated areas of Los Angeles County and contracting cities.",91780,http://www.lasd.org/stations/for1/temple/index.html,publish,34.10283161,-118.07603359,2020/07/14 23:14:10+00,,6538652.77504978,1859811.50421558,0,|Public Safety|Sheriff and Police Stations|,temple-sheriff-station,0
-118.065921660364,33.8663313202,9718,211,3177217,Public Safety,Sheriff and Police Stations,,LA County Sheriff,Cerritos Sheriff Station,18135 S. Bloomfield Ave.,,Cerritos,CA,"Monday through Thursday, 8:00am to 9:00pm; Friday, 8:00am to 4:00pm.",Service/Intake (562) 860-0044,,http://www.lasd.org/stations/for3/cerritos/index.html,,,3177217,"The department provides correctional programs, disaster services, environmental services, holiday assistance, law enforcement services, substance abuse services and youth services for the unincorporated areas of Los Angeles County and contracting cities.",90703,http://www.lasd.org/stations/for3/cerritos/index.html,publish,33.86633132,-118.06592166,2020/07/14 23:14:07+00,,6541657.5078815,1773741.9064607,0,|Public Safety|Sheriff and Police Stations|,cerritos-sheriff-station,0
-118.22444290002,33.8940815997125,9719,211,3177218,Public Safety,Sheriff and Police Stations,,LA County Sheriff,Compton Sheriff Station,301 S. Willowbrook Ave.,,Compton,CA,"Monday through Thursday, 9:00am to 5:00pm; Friday, 10:00am to 12:00pm.",Community Relations Service/Intake (310) 605-6500,,http://www.lasd.org/stations/for2/compton/index.html,,,3177218,"The department provides correctional programs, disaster services, environmental services, holiday assistance, law enforcement services, substance abuse services and youth services for the unincorporated areas of Los Angeles County and contracting cities.",90220,http://www.lasd.org/stations/for2/compton/index.html,publish,33.8940816,-118.2244429,2020/07/14 23:14:07+00,,6493555.4035222,1783910.38334842,0,|Public Safety|Sheriff and Police Stations|,compton-sheriff-station,0
-118.445727829665,33.9695412903402,9720,211,3177219,Public Safety,Sheriff and Police Stations,,LA County Sheriff,Marina Del Rey Sheriff Station,13851 Fiji Way,,Marina Del Rey,CA,"Monday, 7:30am to 4:0pm; Tuesday through Thursday, 7:30am to 8:00pm; and Friday, 7:30am to 4:00pm.",Service/Intake (310) 482-6000,,http://www.lasd.org/stations/for2/mdr/index.html,,,3177219,"The department provides correctional programs, disaster services, environmental services, holiday assistance, law enforcement services, substance abuse services and youth services for the unincorporated areas of Los Angeles County and contracting cities.",90292,http://www.lasd.org/stations/for2/mdr/index.html,publish,33.96954129,-118.44572783,2020/07/14 23:14:08+00,,6426520.95611826,1811595.4540625,0,|Public Safety|Sheriff and Police Stations|,marina-del-rey-sheriff-station,0
-118.117007020107,34.5862449504474,9721,211,3177220,Public Safety,Sheriff and Police Stations,,LA County Sheriff,Palmdale Sheriff Station,750 East Ave. Q,,Palmdale,CA,"Monday, Tuesday, Wednesday, and Friday, 9:00am to 11:30pm.","Service/Intake (661) 272-2400,  FAX (661) 272-2413, Parking Enforcement / Abandoned Vehichles Service/Intake (661) 267-5436",,http://www.lasd.org/stations/for1/palmdale/index.html,,,3177220,"The department provides correctional programs, disaster services, environmental services, holiday assistance, law enforcement services, substance abuse services and youth services for the unincorporated areas of Los Angeles County and contracting cities.",93550,http://www.lasd.org/stations/for1/palmdale/index.html,publish,34.58624495,-118.11700702,2020/07/14 23:14:09+00,,6526453.71143891,2035747.13957704,0,|Public Safety|Sheriff and Police Stations|,palmdale-sheriff-station,0
-118.409281969631,33.8869563901467,9728,211,3177227,Public Safety,Sheriff and Police Stations,,City of Manhattan Beach,Manhattan Beach Police Department,420 15th St,,Manhattan Beach,CA,"Monday, Wednesday, Friday, 8:30am to 5:00pm; Tuesday, Thursday, 8:30am to 7:00pm.","Victim Assistance Service/Intake (310) 802-5185, Animal Control Service/Intake and Administration (310) 802-5159, Direct Dispatch - Emergency and Non Emergency Number Service/Intake (310) 545-4566, Business Number Administrative (310) 802-5140,  FAX (310)",,https://www.manhattanbeach.gov/,,,3177227,The police department provides law enforcement services for the city of Manhattan Beach.,90266,https://www.manhattanbeach.gov/,publish,33.88695639,-118.40928197,2020/07/14 23:31:31+00,,6437449.28923826,1781494.20134346,0,|Public Safety|Sheriff and Police Stations|,manhattan-beach-police-department,0
-118.602141500033,34.4402356896327,9739,211,3177238,Public Safety,Sheriff and Police Stations,,California State Highway Patrol,California State Highway Patrol (CHP)  - Newhall,28648 The Old Road,,Valencia,CA,"Monday, Tuesday, Thursday, Friday, 8:00am to 5:00pm; Wednesday, 8:00am to 9:00pm.",Service/Intake and Administration (661) 294-5540,,www.chp.ca.gov,,,3177238,The agency provides law enforcement for California highways.,91355,www.chp.ca.gov,publish,34.44023569,-118.6021415,2020/07/14 23:14:11+00,,6380121.28885996,1983134.25723856,0,|Public Safety|Sheriff and Police Stations|,california-state-highway-patrol-chp---newhall,0
-117.801679999671,34.1047718995848,9804,LA County Sheriff,3177308,Public Safety,Sheriff and Police Stations,,San Dimas Sheriff's Station,San Dimas Sheriff Station,270 So. Walnut Ave. ,,San Dimas ,CA,"The station is open 24 hours a day, seven days a week, however, administrative and detective personnel primarily work weekdays during normal business hours. 
","(909)450-2700 or

(626) 332-1184 (non-emergency)",,http://www.lasdhq.org/stations/for3/sandimas/index.html,,,3177308,"San Dimas Sheriff's Station is located in the eastern portion of Los Angeles County, adjacent to the cities of La Verne and Pomona. The station serves the City of San Dimas and the unincorporated communities of Covina, Azusa , Glendora, La Verne, and Claremont. The station also provides law enforcement for the Azusa Canyon and Mount Baldy areas of the Angeles National Forest (State Route 39).",91773-2646,http://www.lasdhq.org/stations/for3/sandimas/index.html,publish,34.1047719,-117.80168,2020/07/14 23:33:04+00,,6621706.12644491,1860568.13624685,0,|Public Safety|Sheriff and Police Stations|,san-dimas-sheriff-station,0
-118.297854399556,33.9308992004331,9805,LA County Sheriff,3177309,Public Safety,Sheriff and Police Stations,,LA County,South Los Angeles Sheriff Station,1310 W. Imperial Hwy.,,Los Angeles,CA,"Monday through Wednesday, 12:00noon to 8:00pm; Thursday, 11:00am to 6:00pm; Friday and Saturday, 11:00am to 5:00pm.","Service/Intake (323) 820-6700
",,http://www.lasdhq.org/stations/for2/South-LA/index.html,,,3177309,,90044,http://www.lasdhq.org/stations/for2/South-LA/index.html,publish,33.9308992,-118.2978544,2020/07/14 23:14:08+00,,6471315.90980212,1797366.97658017,0,|Public Safety|Sheriff and Police Stations|,south-los-angeles-sheriff-station,0
-118.354822600035,33.9630842501903,9913,211,3177418,Municipal Services,Consumer Services,"Public Safety, Crime Prevention and Support, Crime Reporting and Investigation, Legal Services and Counseling, Sheriff and Police Stations",,City Of Inglewood Police Department,1 W Manchester Blvd,,Inglewood,CA,"Monday through Sunday, 24 hours per day. ","Front Desk Service/Intake (310) 412-5211, Direct Dispatch - Emergency and Non-Emergency Number Service/Intake (310) 412-8771, Administration Administrative (310) 412-5200, Community Affairs Service/Intake (310) 412-5530",,www.inglewoodpd.org/,,,3177418,The agency provides law enforcement services for the city of Inglewood.,90301,www.inglewoodpd.org/,publish,33.96308425,-118.3548226,2020/07/14 23:33:23+00,,6454075.9591913,1809135.85306466,0,|Municipal Services|Public Safety|Consumer Services|Crime Prevention and Support|Crime Reporting and Investigation|Legal Services and Counseling|Sheriff and Police Stations|,city-of-inglewood-police-department,0
-118.188792799806,33.9795201298796,9914,211,3177419,Municipal Services,Consumer Services,"Public Safety, Crime Prevention and Support, Crime Reporting and Investigation, Legal Services and Counseling, Sheriff and Police Stations",,City Of Bell Police Department,6326 Pine Ave,,Bell,CA,"Monday through Sunday, 24 hours per day. ","Bell Anonymous Tip Line Service/Intake (323) 923-2655,  FAX (323) 562-0410, Direct Dispatch - 24-Hours - Emergency Number Service/Intake (323) 585-1245,  Service/Intake and Administration (323) 588-6211",,www.cityofbell.org,,,3177419,The department provides law enforcement services for the city of Bell.,90201,www.cityofbell.org,publish,33.97952013,-118.1887928,2020/07/14 23:33:24+00,,6504433.04082281,1814981.07016197,0,|Municipal Services|Public Safety|Consumer Services|Crime Prevention and Support|Crime Reporting and Investigation|Legal Services and Counseling|Sheriff and Police Stations|,city-of-bell-police-department,0
-118.233460200283,34.0549714098929,10008,211,3177528,Emergency Response,Emergency and Disaster Offices,"Public Safety, Social Services, Children and Family Services, Crime Prevention and Support, Sheriff and Police Stations",,Los Angeles County Sheriff - Metro Transit Services Bureau,1 Gateway Plaza Dr,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake and Administration (323) 563-5000,,www.lasd.org,,,3177528,"The department provides correctional programs, disaster services, environmental services, holiday assistance, law enforcement services, substance abuse services and youth services for the unincorporated areas of Los Angeles County and contracting cities.",90012,www.lasd.org,publish,34.05497141,-118.2334602,2020/07/14 23:33:33+00,,6490954.78511547,1842467.68053783,0,|Emergency Response|Public Safety|Social Services|Children and Family Services|Crime Prevention and Support|Emergency and Disaster Offices|Sheriff and Police Stations|,los-angeles-county-sheriff---metro-transit-services-bureau,0
-118.308467399782,34.1828521499956,10090,211,3177618,Municipal Services,Street Maintenance,"Public Safety, Crime Prevention and Support, Crime Reporting and Investigation, Legal Services and Counseling, Sheriff and Police Stations",,City Of Burbank Police Department,200 N 3Rd St,,Burbank,CA,"Monday through Sunday, 24 hours per day. ","Direct Dispatch - Emergency Number Service/Intake (818) 238-3000, Business Calls Service/Intake (818) 238-3130,  Information Only (818) 238-3333, Vice/Narcotics Service/Intake (818) 238-3280, Jail Information Service/Intake (818) 238-3010, Traffic Bureau ",,www.ci.burbank.ca.us/police,,,3177618,The department provides law enforcement services for the city of Burbank.,91502,www.ci.burbank.ca.us/police,publish,34.18285215,-118.3084674,2020/07/14 23:33:47+00,,6468377.83143008,1889066.88618676,0,|Municipal Services|Public Safety|Crime Prevention and Support|Crime Reporting and Investigation|Legal Services and Counseling|Sheriff and Police Stations|Street Maintenance|,city-of-burbank-police-department,0
-118.490387400231,34.0129445796107,10217,211,3177748,Public Safety,Sheriff and Police Stations,,,City Of Santa Monica Fire Department,333 Olympic Blvd,2nd Fl.,Santa Monica,CA,"Monday through Sunday, 24 hours pe day.  Administrative hours are Monday through Thursday, 7:30am to 5:30pm; Friday, 8:00am to 5:00pm. ","Fire Prevention Service/Intake (310) 458-8915,  Service/Intake and Administration (310) 458-8652, Non-Emergency Dispatch Service/Intake and Administration (310) 458-8660, Administrative FAX (310) 458-8650",,santamonicafire.org/,,,3177748,The fire department is responsible for providing fire and rescue services for residences and businesses that are located within Santa Monica city limits.,90401,santamonicafire.org/,publish,34.01294458,-118.4903874,2020/07/14 23:34:00+00,,6413056.86379675,1827453.67720385,0,|Public Safety|Sheriff and Police Stations|,city-of-santa-monica-fire-department,0
-117.938845599999,34.0713825703599,10270,211,3177802,Emergency Response,Emergency and Disaster Offices,"Health and Mental Health, Public Safety, Fire Stations, Safe Havens, Sheriff and Police Stations",,City Of West Covina Fire Department,1444 W Garvey Ave S,,West Covina,CA,"Monday through Sunday, 24 hours per day. ","24 hour dispatch Emergency (626) 939-8500,  Service/Intake and Administration (626) 939-8824",,www.westcovina.org/cityhall/fire/default.asp,,,3177802,The department provides fire and rescue services for people of all ages in West Covina.,91790,www.westcovina.org/cityhall/fire/default.asp,publish,34.07138257,-117.9388456,2020/07/14 23:34:06+00,,6580190.51731866,1848363.53439002,0,|Emergency Response|Health and Mental Health|Public Safety|Emergency and Disaster Offices|Fire Stations|Safe Havens|Sheriff and Police Stations|,city-of-west-covina-fire-department,0
-118.41028220024,33.8881302499485,10275,211,3177807,Emergency Response,Emergency and Disaster Offices,"Health and Mental Health, Public Safety, Fire Stations, Safe Havens, Sheriff and Police Stations",,City Of Manhattan Beach Fire Department,400 15Th Pl,,Manhattan Beach,CA,The site is closed from 12:00 noon to 1:00pm. ,"FAX (310) 802-5201,  Administrative (310) 802-5203, Fire Dispatch Emergency (310) 545-5679, Main Line - 24 hrs. Service/Intake (310) 802-5200",,www.citymb.info,,,3177807,The department provides fire and rescue and safe haven services for the city of Manhattan Beach.,90266,www.citymb.info,publish,33.88813025,-118.4102822,2020/07/14 23:34:07+00,,6437147.45505335,1781922.63100413,0,|Emergency Response|Health and Mental Health|Public Safety|Emergency and Disaster Offices|Fire Stations|Safe Havens|Sheriff and Police Stations|,city-of-manhattan-beach-fire-department,0
-118.127654999597,33.9409148198383,10353,211,3177900,Municipal Services,Consumer Services,"Public Safety, Social Services, Crime Prevention and Support, Crime Reporting and Investigation, Job Training, Legal Services and Counseling, Sheriff and Police Stations",,City Of Downey Police Department,10911 Brookshire Ave,,Downey,CA,"Monday through Sunday, 24 hours per day. ","FAX (562) 904-2384, Direct Dispatch - Emergency and Non-Emergency Service/Intake (562) 861-0771, Direct Dispatch - Emergency Number for Agencies Only Service/Intake (562) 904-2363",,www.downeyca.org/,,,3177900,The department provides law enforcement services for the city of Downey.,90241,www.downeyca.org/,publish,33.94091482,-118.127655,2020/07/14 23:34:15+00,,6522950.65529881,1800902.60227106,0,|Municipal Services|Public Safety|Social Services|Consumer Services|Crime Prevention and Support|Crime Reporting and Investigation|Job Training|Legal Services and Counseling|Sheriff and Police Stations|,city-of-downey-police-department,0
-118.126629469501,34.0919336100483,11519,211,3179241,Public Safety,Sheriff and Police Stations,,www.cityofalhambra.org,Alhambra Police Department,211 S. First St.,,Alhambra,CA,24 hours per day. ,"Watch Commander Service/Intake (626) 570-5130, Direct Dispatch - Emergency and Non-Emergency Number Service/Intake (626) 570-5151, 24-hour General Information Service/Intake and Administration (626) 570-5168",,www.cityofalhambra.org,,,3179241,The department provides law enforcement services for the city of Alhambra.,91801,www.cityofalhambra.org,publish,34.09193361,-118.12662947,2020/07/14 23:14:09+00,,6523330.94716006,1855860.96078166,0,|Public Safety|Sheriff and Police Stations|,alhambra-police-department,0
-118.44939010037,34.0570095200864,11589,211,3179312,Public Safety,Crime Reporting and Investigation,Sheriff and Police Stations,,United States Department Of Justice - Federal Bureau Of Investigation - Los Angeles Field Office,11000 Wilshire Blvd,Suite 1700,Los Angeles,CA,"Monday through Friday, 8:15am to 5:00pm. ",24 Hours Service/Intake (310) 477-6565,,www.fbi.gov,,,3179312,The bureau provides law enforcement services.,90024,www.fbi.gov,publish,34.05700952,-118.4493901,2020/07/14 23:34:50+00,,6425552.83425271,1843431.54008795,0,|Public Safety|Crime Reporting and Investigation|Sheriff and Police Stations|,united-states-department-of-justice---federal-bureau-of-investigation---los-angeles-field-office,0
-118.383608000078,34.0837570004317,11590,LA County Sheriff,3179313,Public Safety,Sheriff and Police Stations,,West Hollywood Sheriff Station,West Hollywood Sheriff Station,780 No. San Vicente Blvd.,,West Hollywood,CA,"The station is open 24 hours a day, seven days a week, however, administrative and detective personnel primarily work weekdays during normal business hours. 
",(310) 855-8850,,http://www.lasdhq.org/stations/for2/westh-ucity/index.html,,,3179313,"West Hollywood Station provides law enforcement services for the City of West Hollywood and the unincorporated Universal City Walk. The City is approximately 1.9 square miles in size and has a diverse demographic makeup. The total residential population is just over 37,000, however, the nighttime and weekend population swells to between 80,000 and 100,000, with a high of up to 500,000 during major events such as Halloween or the Gay &amp; Lesbian Pride Parade.",90069,http://www.lasdhq.org/stations/for2/westh-ucity/index.html,publish,34.083757,-118.383608,2020/07/14 23:33:04+00,,6445514.8723236,1853082.82971518,0,|Public Safety|Sheriff and Police Stations|,west-hollywood-sheriff-station,0
